ID,D,error
a1_left,0.10303558619281467,15.448761865990857
a3_left,0.04528037250372181,11.161777761050569
a1_right,0.3020016646186403,3.4726045063820656
a2_left,0.2910572139936803,5.9117749600619565
a3_right,0.21011006860191853,3.0713538590298395
a4_right,0.10524937995700719,5.702788625710634
a4_left,0.111586240748919,13.672268013340236
a2_right,0.08585077607932251,14.929031079309233
