ID,D,error
a1_left,0.07925650443411457,0.7246581561399146
a3_left,0.043119437434368954,0.8643394205840739
a1_right,0.2479154988952333,0.5003655465780305
a2_left,0.2310520516192029,0.5074064192041675
a3_right,0.16399298762564857,0.5167863759069292
a4_right,0.11739273854244282,0.4252194526929408
a4_left,0.10123303646501461,0.4179404540551955
a2_right,0.06601581750575153,0.8340208326590692
