ID,D,error
a1_left,0.07756003386557886,0.7247077653106464
a3_left,0.042515651118532824,0.8643586446340248
a1_right,0.23021217366261967,0.5007924332025255
a2_left,0.2196109495487742,0.5077207342650302
a3_right,0.1574161593474665,0.5169553797012492
a4_right,0.11553624017284886,0.42524447987845165
a4_left,0.10024093863511319,0.417954904258822
a2_right,0.06469250843091331,0.8340621871733945
