ID,D,error
a1_left,0.09696533199863851,36.28066673960257
a1_right,3.6543580455558717,7.93374924782707
a2_left,0.0011977324784945864,16.727344954133418
a2_right,0.033670189277674664,23.71899651606473
a3_left,0.0067661510142776795,14.559889994501718
a4_right,0.009293664194205136,11.940744057259215
a3_right,0.06890087712923451,3.7375897897589465
a4_left,0.007987773510509144,29.469811159315793
